OCHA_VNAME,VDC_CODE,VDC_NAME
Royal Chitawan National Park,524 2 06 35 9 001,Royal chitwan National Park
Shaktikhor,524 2 06 35 5 021,Shaktikhor
Saradanagar,524 2 06 35 5 018,Sharadanagar
Sibanagar,524 2 06 35 5 019,Shivanagar
Sukranagar,524 2 06 35 5 028,Shukranagar
Siddi,524 2 06 35 5 001,Siddhi
AaruArbang,524 3 07 36 5 060,Aaruaarbad
Aanppipal,524 3 07 36 5 018,Amppipal
AaruChanuate,524 3 07 36 5 052,Aruchanaute
Aarupokhari,524 3 07 36 5 053,Arupokhari
Asrang,524 3 07 36 5 003,Asrang
Baguwa,524 3 07 36 5 054,Baguwa
Bakrang,524 3 07 36 5 010,Bakrang
Bihi,524 3 07 36 5 037,Bihi
Borlang,524 3 07 36 5 004,Borlang
Bunkot,524 3 07 36 5 005,Bungkot
Chhaikampar,524 3 07 36 5 038,Chhekampar
Chhoprak,524 3 07 36 5 026,Chhoprak
Chumchet,524 3 07 36 5 039,Chunchet
Chyngli,524 3 07 36 5 027,Chyangling
Darbhung,524 3 07 36 5 006,Darbung
Deurali,524 3 07 36 5 033,Deurali
Dhawa,524 3 07 36 5 055,Dhawa
Dhuwakot,524 3 07 36 5 034,Dhuwakot
Gaikhur,524 3 07 36 5 029,Gaikhur
Gakhu,524 3 07 36 5 028,Gangkhu
Ghairung,524 3 07 36 5 013,Ghairung
Ghyachok,524 3 07 36 5 066,Ghyachok
Ghyalchok,524 3 07 36 5 012,Ghyalchok
Gumda,524 3 07 36 5 044,Gumda
Hanspur,524 3 07 36 5 019,Hansapur
Harmhi,524 3 07 36 5 020,Harmi
Jaubari,524 3 07 36 5 021,Jaubari
Kashigaun,524 3 07 36 5 045,Kashigaun
Kerabari,524 3 07 36 5 022,Kerabari
Kerauja,524 3 07 36 5 046,Keroja
Kharibot,524 3 07 36 5 023,Kharibot
Khoplang,524 3 07 36 5 030,Khoplang
Laprak,524 3 07 36 5 047,Laprak
Lapu,524 3 07 36 5 048,Lapu
Lho,524 3 07 36 5 040,Lho
Makaising,524 3 07 36 5 014,Makaising
Manakamana,524 3 07 36 5 015,Manakamana
Manbu,524 3 07 36 5 049,Manbu
Masel,524 3 07 36 5 057,Masel
Muchhok,524 3 07 36 5 036,Muchchok
Bhumlichok,524 3 07 36 5 017,Mumlichok
Namjung,524 3 07 36 5 007,Namjung
Nareshwor,524 3 07 36 5 001,Nataeshwar
Palumtar,524 3 07 36 5 031,Palungtar
Panchkhuwadeurali,524 3 07 36 5 056,Panchkhuwa Deurali
Pandrung,524 3 07 36 5 058,Pandrung
Finam,524 3 07 36 5 002,Phinam
Fujel,524 3 07 36 5 008,Phujel
Prithbinarayan N.P.,524 3 07 36 3 001,Prithbinarayan Municipality
Prok,524 3 07 36 5 041,Prok
Saurpani,524 3 07 36 5 061,Sairpani
Samagaun,524 3 07 36 5 042,Samagaun
Shreenathkot,524 3 07 36 5 032,Shrithankot
Simjung,524 3 07 36 5 035,Simjung
Sirdibas,524 3 07 36 5 043,Sirdibas
Swara,524 3 07 36 5 062,Swara
Taklung,524 3 07 36 5 016,Taklung
Takumajhalakuribot,524 3 07 36 5 064,Takumaj Hlakuri
Tandrang,524 3 07 36 5 059,Tandrang
Tanglichok,524 3 07 36 5 011,Tanglichok
Taple,524 3 07 36 5 009,Taple
Takukot,524 3 07 36 5 063,Tarkukot
Thalajung,524 3 07 36 5 024,Thalajung
Thumi,524 3 07 36 5 050,Thumo
Uhya,524 3 07 36 5 051,Uhiya
Bhirkot,524 3 07 36 5 025,Virkot
Warpak,524 3 07 36 5 065,Warpak
Archalbot,524 3 07 37 5 023,Archalbot
Balungpani,524 3 07 37 5 058,Baglung Pani
Bahundanda,524 3 07 37 5 003,Bahundanda
Bajhakhet,524 3 07 37 5 001,Bajhakhet
Bangre,524 3 07 37 5 051,Bangre
Bansar,524 3 07 37 5 010,Bansar
Besishahar,524 3 07 37 5 059,Besi Shahar
Bhalayakharka,524 3 07 37 5 016,Bhalayakharka
Bharte,524 3 07 37 5 024,Bharte
Bhoje,524 3 07 37 5 030,Bhoje
Bhorletar,524 3 07 37 5 052,Bhorletar
Bhoteoodar,524 3 07 37 5 037,Bhoteodar
Bhujung,524 3 07 37 5 031,Bhujung
Bhulbhule,524 3 07 37 5 004,Bhulbhule
Bichaur,524 3 07 37 5 017,Bichaur
Chakratirtha,524 3 07 37 5 018,Chakratirtha
Chandisthan,524 3 07 37 5 060,Chandisthan
Chandreshwor,524 3 07 37 5 038,Chandreshwar
Chiti,524 3 07 37 5 011,Chiti
Dhamilikuwa,524 3 07 37 5 019,Dhamilikuwa
Dhodeni,524 3 07 37 5 012,Dhodeini
Dhuseni,524 3 07 37 5 039,Dhuseini
Ghanpokhara,524 3 07 37 5 020,Doodpokhari
Dudhpokhari,524 3 07 37 5 005,Dudhpokhara
Duradanda,524 3 07 37 5 040,Duradanda
Ilampokhari,524 3 07 37 5 021,Elampokhari
Gauda,524 3 07 37 5 025,Gauda
Gaunshahar,524 3 07 37 5 061,Gaunshahar
Uttarkanya,524 3 07 37 5 036,Ghaleuttarkanya
Ghermu,524 3 07 37 5 006,Dherma
Gilunng,524 3 07 37 5 032,Gilung
Hiletaksar,524 3 07 37 5 002,Hiletaksar
Isaneshwor,524 3 07 37 5 053,Isaneshwar
Jita,524 3 07 37 5 044,Jita
Karapu,524 3 07 37 5 054,Karapu
Khudi,524 3 07 37 5 007,Khudi
Kolki,524 3 07 37 5 022,Kolki
Kunchha,524 3 07 37 5 045,Kunchha
Maling,524 3 07 37 5 033,Maling
Mohoriyakot,524 3 07 37 5 026,Mohariyakot
Nalma,524 3 07 37 5 034,Nalma
Nauthar,524 3 07 37 5 013,Nauthar
Neta,524 3 07 37 5 055,Neta
Pachok,524 3 07 37 5 014,Pachok
Parewadada,524 3 07 37 5 046,Parewadanda
Pasagaun,524 3 07 37 5 035,Pasgaun
Faleni,524 3 07 37 5 015,Phaleni
Puranokot,524 3 07 37 5 056,Purankot
Pyarjung,524 3 07 37 5 027,Pyarjung
Ramgha,524 3 07 37 5 047,Ramgha
Samibhanjyang,524 3 07 37 5 048,Samibhanjyang
ShreeBhanjyang,524 3 07 37 5 028,Shribhanjyang
Simpani,524 3 07 37 5 008,Simpani
Sindure,524 3 07 37 5 057,Sindure
Sundarbazar,524 3 07 37 5 041,Sundarbajar
Suryapal,524 3 07 37 5 049,Suryapal
Taghring,524 3 07 37 5 009,Tadhring
Tandrang(Taksar),524 3 07 37 5 050,Tandrang Taksar
Tarku,524 3 07 37 5 042,Tarku
Tarkughat,524 3 07 37 5 029,Tarkughat
Udipur,524 3 07 37 5 043,Udipur
TachiBagarchhap,524 3 07 38 5 011,Bagarchhap
Bhraka,524 3 07 38 5 004,Bhraka
Chame,524 3 07 38 5 001,Chame
Dharapani,524 3 07 38 5 012,Dharapani
Ghyaru,524 3 07 38 5 002,Ghyaru
Khangsar,524 3 07 38 5 006,Khangsar
Manang,524 3 07 38 5 005,Manang
Nar,524 3 07 38 5 008,Nar
Nyawal,524 3 07 38 5 013,Ngawal
Fu,524 3 07 38 5 009,Phu
Pisang,524 3 07 38 5 003,Pisang
TankiManang,524 3 07 38 5 007,Tangkimanang
Thoche,524 3 07 38 5 010,Thoche
ArbaVijaya,524 3 07 39 5 020,Arba Bijaypur
Armala,524 3 07 39 5 024,Argala
Bhachok,524 3 07 39 5 001,Bhachok
BhadaureTamagi,524 3 07 39 5 039,Bhadauretamago
Valam,524 3 07 39 5 021,Bhalam
BharatPokhari,524 3 07 39 5 014,Bharatpokhari
Chapakot,524 3 07 39 5 032,Chapakot
Dangsing,524 3 07 39 5 027,Dangsing
Deurali,524 3 07 39 5 007,Deurali
Dhampus,524 3 07 39 5 028,Dhampus
Ghandruk,524 3 07 39 5 029,Dhandruk
DhikurePokhari,524 3 07 39 5 040,Dhikur Pokhari
Dhital,524 3 07 39 5 030,Dhital
Ghachok,524 3 07 39 5 033,Ghachok
Hansapur,524 3 07 39 5 008,Hansapur
Hemaja,524 3 07 39 5 025,Hyangja
Kahun,524 3 07 39 5 022,Kahun
Kalika,524 3 07 39 5 012,Kalika
Kaskikot,524 3 07 39 5 041,Kaskikot
KritinachneChaur,524 3 07 39 5 017,Kristi Nachnechaur
Lahachok,524 3 07 39 5 034,Lahachok
Lamachaur,524 3 07 39 5 019,Lama Chaur
Lekhanath N.P.,524 3 07 39 3 002,Lekhnath Municipality
Lumle,524 3 07 39 5 031,Lumle
Lwangghale,524 3 07 39 5 035,Lwangghalel
Machhapuchchhre,524 3 07 39 5 036,Machhapuchchhre
Majhthana,524 3 07 39 5 013,Majhthana
Mauja,524 3 07 39 5 023,Mauja
Mijuredada,524 3 07 39 5 002,Mijuredanda
Namarjung,524 3 07 39 5 003,Namarjung
Nirmalpokhari,524 3 07 39 5 016,Nirmalpokhari
Parche,524 3 07 39 5 004,Parche
Pokhara U.M.N.P.,524 3 07 39 2 001,Pokhara Sub Metropolitan
Pumdibhumdi,524 3 07 39 5 018,Pumdi Bhumdi
Puranchaur,524 3 07 39 5 026,Puranchaur
Reevan,524 3 07 39 5 037,Ribhan
Rupakot,524 3 07 39 5 009,Rupakot
Saimarang,524 3 07 39 5 005,Saimarang
Salyan,524 3 07 39 5 042,Salyan
Sarangkot,524 3 07 39 5 043,Sarangkot
Sardikhola,524 3 07 39 5 038,Sardikhola
Siddha,524 3 07 39 5 010,Siddha
Sildujure,524 3 07 39 5 015,Silujure
Thumakodada,524 3 07 39 5 006,Thumakodanda
Thumki,524 3 07 39 5 011,Thumki
Anbukhaireni,524 3 07 40 5 011,Anbukhaireni
Arunodaya,524 3 07 40 5 033,Arunodaya
Baidi,524 3 07 40 5 025,Baidi
Bandipur,524 3 07 40 5 012,Bandipur
Barbhanjyang,524 3 07 40 5 006,Barbhanjyang
Basantapur,524 3 07 40 5 015,Basantapur
Bhanu,524 3 07 40 5 008,Bhanu
Bhanumati,524 3 07 40 5 038,Bhanumati
Bhimad,524 3 07 40 5 039,Bhimad
Bhirkot,524 3 07 40 5 026,Bhirkot
Byas N.P.,524 3 07 40 3 001,Byas Municipality
Chhang,524 3 07 40 5 032,Chhang
Chhimkeshwori,524 3 07 40 5 013,Chhimkeshwari
Chhipchhipe,524 3 07 40 5 027,Chhipchhipe
ChokChisapani,524 3 07 40 5 002,Chokchisapani
Deurali,524 3 07 40 5 014,Deurali
Devghat,524 3 07 40 5 028,Devghat
Dharampani,524 3 07 40 5 016,Dharampani
Dhorfirdi,524 3 07 40 5 040,Dhorphidi
Dulegaunda,524 3 07 40 5 043,Dulegaunda
Gajarkot,524 3 07 40 5 034,Gajarkot
Ghansikuwa,524 3 07 40 5 001,Ghansikuwa
JamuneBhanjyang,524 3 07 40 5 018,Jamune
KahuShivapur,524 3 07 40 5 020,Kahunshivapur
Keshavtar,524 3 07 40 5 019,Keshavtar
Khairenitar,524 3 07 40 5 044,Khairenitar
Kihun,524 3 07 40 5 036,Kihun
Kota,524 3 07 40 5 029,Kota
Kotdarbar,524 3 07 40 5 021,Kotdarbar
Kyamin,524 3 07 40 5 031,Kyamin
Majhakot,524 3 07 40 5 037,Majhkot
Manpang,524 3 07 40 5 045,Manpang
Virlung,524 3 07 40 5 003,Mirlung
Firfire,524 3 07 40 5 041,Phirphire
PokhariBhanjyang,524 3 07 40 5 007,Pokharibhanjyang
Purkot,524 3 07 40 5 009,Purkot
Raipur,524 3 07 40 5 042,Raipur
Ramjakot,524 3 07 40 5 023,Ramjakot
Ranipokhari(Resing),524 3 07 40 5 022,Resing Ranipokhari
Risti,524 3 07 40 5 017,Risti
Rupakot,524 3 07 40 5 004,Rupakot
ShambuBhagawatipur,524 3 07 40 5 024,Samubhagawati
Satiswara,524 3 07 40 5 005,Setiswara
Sundhara(Ghiring),524 3 07 40 5 035,Sundhara (Thiring )
Shymgha,524 3 07 40 5 030,Syamgha
Tanahunsur,524 3 07 40 5 010,Tanahunsur
Thaprek,524 3 07 40 5 046,Thaprek
Alamadevi,524 3 07 41 5 051,Aalamdevi
ArjunChaupari,524 3 07 41 5 020,Arjunchaupari
Aruchaur,524 3 07 41 5 025,Aruchaur
Arukharka,524 3 07 41 5 017,Arukharka
Bahakot,524 3 07 41 5 004,Bahakot
BenethokDeurali,524 3 07 41 5 012,Banethok Deurali
Bagefatake,524 3 07 41 5 026,Bangephatke
Bhatkhola,524 3 07 41 5 018,Bhatkhola
BichariChautara,524 3 07 41 5 027,Bichari Chautara
BirghaArchale,524 3 07 41 5 052,Birgha Archhale
BiruwaArchale,524 3 07 41 5 005,Biruwa Archale
ChandiBhanjyang,524 3 07 41 5 053,Chandibhanjyang
Chapakot,524 3 07 41 5 045,Chapakot
Chhangchhangdi,524 3 07 41 5 013,Chhangchhangdi
Chilaunebas,524 3 07 41 5 028,Chilaunebas
Chinnebas,524 3 07 41 5 036,Chinnebas
ChitreBhanjyang,524 3 07 41 5 007,Chitrebhanjyang
DarsingDahathum,524 3 07 41 5 014,Darsing Dahathum
DhapukSimalBhanjyang,524 3 07 41 5 040,Dhapuk Simalbhanjyang
JagatBhanjyang,524 3 07 41 5 033,Jagatbhanjyang
Jagatradevi,524 3 07 41 5 054,Jagatradevi
Kalikakot,524 3 07 41 5 042,Kalikakot
KewareBhanjyang,524 3 07 41 5 034,Kewar
KhilungDeurali,524 3 07 41 5 021,Khilu Deurali
Kichnas,524 3 07 41 5 008,Kichanas
Kaulmabarahachaur,524 3 07 41 5 009,Kolmabarahachaur
Kuwakot,524 3 07 41 5 049,Kuwakot
Kyakmi,524 3 07 41 5 037,Kyakmi
Chisapani(Magyam),524 3 07 41 5 006,Magyam Chisapani
MajhakotSivalaya,524 3 07 41 5 011,Majhkot Shivalaya
Malunga,524 3 07 41 5 055,Malunga
Malyangkot,524 3 07 41 5 035,Malyangkot
Manakamana,524 3 07 41 5 038,Manakamana
Nibuwakharka,524 3 07 41 5 057,Nibuwakharka
Oraste,524 3 07 41 5 010,Orashte
Pakwadi,524 3 07 41 5 048,Pakwadi
Panchamul,524 3 07 41 5 029,Panchamul
Pauwegaude,524 3 07 41 5 001,Pawegode
Pelakot,524 3 07 41 5 059,Pelakot
Pelkachaur,524 3 07 41 5 016,Pelkachaur
Faparthum,524 3 07 41 5 030,Phaparthum
Fedikhola,524 3 07 41 5 019,Phedikhola
Pidikhola,524 3 07 41 5 058,Pidikhola
Putalibazar N.P.,524 3 07 41 3 001,Putalibazar Municipality
Rangvang,524 3 07 41 5 015,Rangbhang
Rapakot,524 3 07 41 5 022,Rapakot
Ratnapur,524 3 07 41 5 046,Ratnapur
Sakhar,524 3 07 41 5 043,Saankhar
SatauDarau,524 3 07 41 5 023,Satodarau
Sekham,524 3 07 41 5 039,Sekham
Setidobhan,524 3 07 41 5 031,Setidobhan
ShreekrishnaGandaki,524 3 07 41 5 056,Shrikrishna Gandaki
Sirsekot,524 3 07 41 5 060,Sirsekot
Sworek,524 3 07 41 5 041,Soerek
Taksar,524 3 07 41 5 002,Taksar
Thuladihi,524 3 07 41 5 003,Thulahiti
Thumpokhara,524 3 07 41 5 044,Thumpokhara
Tindobate,524 3 07 41 5 050,Tindobato
Tulsibhanjyang,524 3 07 41 5 047,Tulsi Bhanjyang
Waling N.P.,524 3 07 41 3 002,Waling Municipality
WangsingDeurali,524 3 07 41 5 032,Wangsing
Yaladi,524 3 07 41 5 024,Yadali
ArtharDadakharka,524 3 08 42 5 018,Arthar Dandakharka
Bachchha,524 3 08 42 5 043,Bachchha
BahakiThanti,524 3 08 42 5 044,Bahakithanti
Bajung,524 3 08 42 5 012,Bajung
Balakot,524 3 08 42 5 037,Balakot
Banou,524 3 08 42 5 013,Banau
BihadiBarachaur,524 3 08 42 5 045,Barrachaur
Baskharka,524 3 08 42 5 007,Baskharka
Bhangara,524 3 08 42 5 031,Bhangora
Bhoksing,524 3 08 42 5 038,Bhoksing
Bhorle,524 3 08 42 5 049,Bhorle
Bhuktangle,524 3 08 42 5 017,Bhuktangle
Chitre,524 3 08 42 5 019,Chitre
Chuwa,524 3 08 42 5 002,Chuwa
Behulibans,524 3 08 42 5 054,Dehulibas
Deupurkot,524 3 08 42 5 014,Deupur
Deurali,524 3 08 42 5 015,Deurali
FalebasDevisthan,524 3 08 42 5 034,Devisthan
Dhairing,524 3 08 42 5 008,Dhairing
Durlung,524 3 08 42 5 001,Durlung
Hosrangdi,524 3 08 42 5 050,Hoshrangdi
Huwas,524 3 08 42 5 051,Huwas
Karkineta,524 3 08 42 5 027,Karkineta
KatuwaChaupari,524 3 08 42 5 026,Katuwachaupari
FulebasKhanigaun,524 3 08 42 5 035,Khanigaun
KhaulaLakuri,524 3 08 42 5 020,Kholalakuri
Khurkot,524 3 08 42 5 003,Khurkot
Kurgha,524 3 08 42 5 032,Kurgha
Kyang,524 3 08 42 5 016,Kyang
Lekhfant,524 3 08 42 5 009,Lekhphant
Limithana,524 3 08 42 5 033,Limithana
LunkhuDeurali,524 3 08 42 5 039,Lungkhu Deurali
MajhphantMallaj,524 3 08 42 5 010,Majphant
Mudikuwa,524 3 08 42 5 028,Mudikuwa
Nagliwang,524 3 08 42 5 004,Nangliwang
Pakhapani,524 3 08 42 5 040,Pakhapani
Pakuwa,524 3 08 42 5 021,Pakuwa
Pang,524 3 08 42 5 005,Pang
Pangrang,524 3 08 42 5 041,Pangrang
Falamkhani,524 3 08 42 5 042,Phalamkhani
BitalawaPipaltari,524 3 08 42 5 025,Pipaltari
RamjaDeurali,524 3 08 42 5 022,Ramja Deurali
BihadiRanipani,524 3 08 42 5 046,Ranipani
Saligram,524 3 08 42 5 055,Saligram
Salija,524 3 08 42 5 011,Salija
Saraukhola,524 3 08 42 5 052,Saronkhola
ShankarPokhari,524 3 08 42 5 029,Shankar Pokhari
Shivalaya,524 3 08 42 5 006,Shivalaya
Taklak,524 3 08 42 5 047,Taklak
ThanaMaulo,524 3 08 42 5 036,Thanamaula
Thapathana,524 3 08 42 5 030,Thapathana
ThuliPokhari,524 3 08 42 5 023,Thulipokhari
Tilahar,524 3 08 42 5 024,Tilhar
Tribeni,524 3 08 42 5 053,Triveni
Urampokhara,524 3 08 42 5 048,Urampokhara
Adhikarichaur,524 3 08 43 5 046,Adhikarichaur
Amalachaur,524 3 08 43 5 022,Amalachaur
Amarbhumi,524 3 08 43 5 014,Amarbhumi
Argal,524 3 08 43 5 013,Argal
Arjewa,524 3 08 43 5 028,Arjewa
Kalika N.P.,524 3 08 43 3 001,Baglung Municipality
Batakachaur,524 3 08 43 5 034,Batakachaur
Bihunkot,524 3 08 43 5 006,Bhihun
Bhimpokhara,524 3 08 43 5 001,Bhimpokhara
Bhimgithe,524 3 08 43 5 056,Bhingithe
Bhakunde,524 3 08 43 5 005,Bhkunde
Binamare,524 3 08 43 5 029,Binamare
Bowang,524 3 08 43 5 047,Bobang
Boharagaun,524 3 08 43 5 052,Boharagaun
Bongadovan,524 3 08 43 5 048,Bungadobhan
Burtiwang,524 3 08 43 5 053,Burtibang
Chhisti,524 3 08 43 5 030,Chhisti
Dagatundada,524 3 08 43 5 040,Dagantudanda
Damek,524 3 08 43 5 023,Damek
Darling,524 3 08 43 5 054,Darling
Devisthan,524 3 08 43 5 055,Devisthan
Dhamja,524 3 08 43 5 002,Dhamja
Dhullubaskot,524 3 08 43 5 035,Dhullubanskot
Dhudhilabhati,524 3 08 43 5 015,Dudilabhati
Harichaur,524 3 08 43 5 016,Harichaur
Hatiya,524 3 08 43 5 020,Hatiya
Heel,524 3 08 43 5 017,Hil
Hugdisheer,524 3 08 43 5 036,Hugdishir
DhulluGaidi,524 3 08 43 5 031,Jaidi
Jaljala,524 3 08 43 5 042,Jaljala
Kandebas,524 3 08 43 5 037,Kandebas
Khunga,524 3 08 43 5 049,Khunga
Sunkhani,524 3 08 43 5 050,Khungkhani
Kusmishera,524 3 08 43 5 024,Kusmiseira
Lekhani,524 3 08 43 5 007,Lekhani
Malika,524 3 08 43 5 003,Malika
Malma,524 3 08 43 5 021,Malma
Narayansthan (Andheri),524 3 08 43 5 025,Narayansthan
Narethanti,524 3 08 43 5 018,Narethanti
Nisi,524 3 08 43 5 057,Nisi
Paiyunpata,524 3 08 43 5 027,Paiyunpata
Paiyunthanthap,524 3 08 43 5 026,Paiyunthanthap
Palakot,524 3 08 43 5 004,Pala
Pandavkhani,524 3 08 43 5 043,Pandavkhani
Resh,524 3 08 43 5 008,Race
Rajkut,524 3 08 43 5 058,Rajkut
Ranasinkiteni,524 3 08 43 5 059,Ranasingkiteni
Rangkhani,524 3 08 43 5 032,Rangkhani
Rayadanda,524 3 08 43 5 012,Rayadanda
Righa,524 3 08 43 5 044,Righa
Salyan,524 3 08 43 5 038,Salyan
Sarkuwa,524 3 08 43 5 033,Sarkuwa
Singana,524 3 08 43 5 009,Shinghan
Sisakhani,524 3 08 43 5 045,Shisakhani
Sukhaura,524 3 08 43 5 039,Sukhaura
Taman,524 3 08 43 5 051,Taman
Tara,524 3 08 43 5 019,Tara
Tangram,524 3 08 43 5 010,Thangram
Tityang,524 3 08 43 5 011,Tityang
Gwalichaur,524 3 08 43 5 041,Gwalichaur
Arman,524 3 08 44 5 025,Arman
Arthunge,524 3 08 44 5 001,Arthunge
Babiyachaur,524 3 08 44 5 026,Babiyachour
Baranja,524 3 08 44 5 027,Baranja
Bagarkhola,524 3 08 44 5 005,Begkhola
RakhuBhagawati,524 3 08 44 5 006,Bhagawati
Malkwang,524 3 08 44 5 023,Bhalkawang
Bhakilmi,524 3 08 44 5 002,Bhamkili
Bima,524 3 08 44 5 033,Bim
Chimkhola,524 3 08 44 5 019,Chimkhola
Dagnam,524 3 08 44 5 020,Dagnam
Dana,524 3 08 44 5 007,Dana
Darwang,524 3 08 44 5 029,Darbang
Devisthan,524 3 08 44 5 034,Devisthan
Dowa,524 3 08 44 5 008,Dowa
Dhar,524 3 08 44 5 040,Ghar
Dhatan,524 3 08 44 5 014,Ghatan
GurjaKhani,524 3 08 44 5 037,Gurja
HisthanMandali,524 3 08 44 5 010,Histan Mandali
Jhin,524 3 08 44 5 021,Jhni
Jyamrukot,524 3 08 44 5 003,Jyamrukkot
Kuinemangale,524 3 08 44 5 022,Kuinemangale
Kuhun,524 3 08 44 5 028,Kunhun
Lulang,524 3 08 44 5 038,Lulang
Marang,524 3 08 44 5 035,Marang
Mudi,524 3 08 44 5 039,Mudi
Muna,524 3 08 44 5 041,Muna
Narchyang,524 3 08 44 5 011,Narachyang
Niskot,524 3 08 44 5 030,Niskot
Okharbot,524 3 08 44 5 031,Okharbot
Pakhapani,524 3 08 44 5 024,Pakhapani
Patlekhet,524 3 08 44 5 015,Patalekhet
Rakhupiple,524 3 08 44 5 016,Piple
Pulachaur,524 3 08 44 5 017,Pulachour
Ramche,524 3 08 44 5 012,Ramche
Ratnechaur,524 3 08 44 5 004,Ratnechour
Room,524 3 08 44 5 032,Rum
Shikha,524 3 08 44 5 013,Shikh
Singa,524 3 08 44 5 018,Singha
Takam,524 3 08 44 5 036,Takam
Tatopani(Bhurung),524 3 08 44 5 009,Tatopani
Charang,524 3 08 45 5 006,Charang
Chhonhup,524 3 08 45 5 008,Chhonhup
Chhoser,524 3 08 45 5 009,Chhosar
Chhusang,524 3 08 45 5 004,Chhusang
Dhami,524 3 08 45 5 005,Ghami
Jhong,524 3 08 45 5 012,Jhong
Jomsom,524 3 08 45 5 001,Jomsom
Kagbeni,524 3 08 45 5 003,Kagbeni
Kowang,524 3 08 45 5 015,Kowang
Kunjo,524 3 08 45 5 013,Kunjo
Lete,524 3 08 45 5 014,Lete
Lomanthang,524 3 08 45 5 007,Lo Manthang
Marpha,524 3 08 45 5 002,Marpha
Muktinath,524 3 08 45 5 011,Muktinath
Surkhang,524 3 08 45 5 010,Surkhang
Tukuche,524 3 08 45 5 016,Tukuche
Archale,524 3 09 46 5 002,Archale
Argali,524 3 09 46 5 058,Argali
Bahadurpur,524 3 09 46 5 016,Bahadurpur
Wakamalang,524 3 09 46 5 010,Bakamalang
Baldengadhi,524 3 09 46 5 050,Baldengadhi
Bandipokhara,524 3 09 46 5 045,Bandhi Pokhara
Barangdi,524 3 09 46 5 023,Barangdi
Bhairabsthan,524 3 09 46 5 048,Bhairavsthan
Bhuwanpokhari,524 3 09 46 5 051,Bhuwan Pokhari
Birkot,524 3 09 46 5 003,Birkot
Bodhapokharathok,524 3 09 46 5 047,Bodha Pokhara Thok
Boudhagumba,524 3 09 46 5 046,Bodhagumba
Chappani,524 3 09 46 5 025,Chappani
Chhahara,524 3 09 46 5 052,Chhahara
Chidipani,524 3 09 46 5 032,Chidipani
Chirtungdhara,524 3 09 46 5 026,Chirtungdhara
Darchha,524 3 09 46 5 009,Darchha
Darlamdanda,524 3 09 46 5 027,Darlamdanda
Deurali,524 3 09 46 5 059,Deurali
Devinagar,524 3 09 46 5 017,Devinagar
Dobhan,524 3 09 46 5 038,Dobhan
Galdha,524 3 09 46 5 012,Galdha
Gadakot,524 3 09 46 5 011,Gandakot
Gejha,524 3 09 46 5 004,Gejha
Gothadi,524 3 09 46 5 035,Gothadi
Haklang,524 3 09 46 5 001,Heklang
Humin,524 3 09 46 5 033,Humin
Hungi,524 3 09 46 5 020,Hungi
Jalpa,524 3 09 46 5 019,Jalpa
Jhadewa,524 3 09 46 5 034,Jhadewa
Jhirubas,524 3 09 46 5 013,Jhirbas
Juthapauwa,524 3 09 46 5 053,Juthapauwa
Jyamire,524 3 09 46 5 021,Jyamire
Kachal,524 3 09 46 5 061,Kachal
Kaseni,524 3 09 46 5 039,Kaseni
Khaliban,524 3 09 46 5 005,Khaliban
Khanichhap,524 3 09 46 5 028,Khanichhap
Khanigau,524 3 09 46 5 024,Khanigaun
Khasyoli,524 3 09 46 5 049,Khasauli
Khyaha,524 3 09 46 5 063,Khyaha
Koldada,524 3 09 46 5 040,Koldanda
Kusumkhola,524 3 09 46 5 060,Kusumkhola
Madanpokhara,524 3 09 46 5 041,Madan Pokhara
Masyam,524 3 09 46 5 042,Masyam
Mityal,524 3 09 46 5 014,Mityal
Mujhung,524 3 09 46 5 062,Mujhung
Nayarnamtales,524 3 09 46 5 029,Nayarnamtales
PalungMainadi,524 3 09 46 5 054,Palung Mainadi
Fek,524 3 09 46 5 056,Phek
Foksingkot,524 3 09 46 5 018,Phoksing
Pipaldada,524 3 09 46 5 036,Pipaldanda
Pokharathok,524 3 09 46 5 030,Pokharathok
Rahabas,524 3 09 46 5 022,Rahabas
Rampur,524 3 09 46 5 006,Rampur
Ringneraha,524 3 09 46 5 007,Ringnairah
Rupse,524 3 09 46 5 043,Rupse
Sahalkot,524 3 09 46 5 015,Sahalkot
Satyawati,524 3 09 46 5 055,Satyawati
Somadi,524 3 09 46 5 065,Shamadi
Siddheshwor,524 3 09 46 5 064,Siddheshwar
Siluwa,524 3 09 46 5 008,Siluwa
Tahu,524 3 09 46 5 037,Tahu
Tansen N.P.,524 3 09 46 3 001,Tansen Municipality
Telgha,524 3 09 46 5 044,Telgha
Timure,524 3 09 46 5 057,Timure
Yamgha,524 3 09 46 5 031,Yamgha
Amarapuri,524 3 09 47 5 009,Amarapuri
Amraut,524 3 09 47 5 061,Amraud
Agryouli,524 3 09 47 5 037,Argyauli
BadaharaDubauliya,524 3 09 47 5 040,Badahara Dubauliya
Banjariya,524 3 09 47 5 062,Banjariya
Baidauli,524 3 09 47 5 048,Bedoli
Benimanipur,524 3 09 47 5 025,Benimanipur
Bharatipur,524 3 09 47 5 020,Bharatipur
Bhujhawa,524 3 09 47 5 041,Bhujahawa
Bulingtar,524 3 09 47 5 010,Bulingtar
DadajheriTadi,524 3 09 47 5 011,Dandajheritadi
DawanneDevi,524 3 09 47 5 042,Daunnedevi
Dedgaun,524 3 09 47 5 004,Dedgaun
