p_code,hlcit,vdc
E-SAG-15-017,524 1 03 15 5 069,Welhe Chapena
E-SAG-15-018,524 1 03 15 5 042,Bhagawatpur
E-SAG-15-019,524 1 03 15 5 076,Bhangaha
E-SAG-15-020,524 1 03 15 5 018,Bhardaha
E-SAG-15-021,524 1 03 15 5 084,Bhutahi
E-SAG-15-022,524 1 03 15 5 047,Birpur
E-SAG-15-023,524 1 03 15 5 033,Bishahariya
E-SAG-15-024,524 1 03 15 5 103,Barashine (Bode)
E-SAG-15-025,524 1 03 15 5 048,Boriya
E-SAG-15-026,524 1 03 15 5 070,Bhramhapur
E-SAG-15-027,524 1 03 15 5 049,Chhinamasta
E-SAG-15-028,524 1 03 15 5 043,Dadha
E-SAG-15-029,524 1 03 15 5 090,Daulatpur
E-SAG-15-030,524 1 03 15 5 109,Deuri
E-SAG-15-031,524 1 03 15 5 032,Deuri Bharuwa
E-SAG-15-032,524 1 03 15 5 102,Dhangadhi
E-SAG-15-033,524 1 03 15 5 004,Dharampur
E-SAG-15-034,524 1 03 15 5 005,Dhodhanpur
E-SAG-15-035,524 1 03 15 5 050,Didhuwa
E-SAG-15-036,524 1 03 15 5 014,Demon
E-SAG-15-037,524 1 03 15 5 063,Phakira
E-SAG-15-038,524 1 03 15 5 057,Pharsheeth
E-SAG-15-039,524 1 03 15 5 010,Phattehapur
E-SAG-15-040,524 1 03 15 5 104,Phulkahi
E-SAG-15-041,524 1 03 15 5 074,Gamariya Parawaha
E-SAG-15-042,524 1 03 15 5 019,Gobargada
E-SAG-15-043,524 1 03 15 5 044,Goethi
E-SAG-15-044,524 1 03 15 5 020,Hanumannagar
E-SAG-15-045,524 1 03 15 5 091,Hardiya
E-SAG-15-046,524 1 03 15 5 025,Hariharpur
E-SAG-15-047,524 1 03 15 5 092,Haripur
E-SAG-15-048,524 1 03 15 5 045,Enarwa
E-SAG-15-049,524 1 03 15 5 077,Inarwaphulwariya
E-SAG-15-050,524 1 03 15 5 051,Itahari Bihsnupura
E-SAG-15-051,524 1 03 15 5 006,Jagatpur
E-SAG-15-052,524 1 03 15 5 052,Jamuni Madhepura
E-SAG-15-053,524 1 03 15 5 026,Jandoul
E-SAG-15-054,524 1 03 15 5 071,Jhutki
E-SAG-15-055,524 1 03 15 5 046,Joginiya-1
E-SAG-15-056,524 1 03 15 5 021,Joginiya-2
E-SAG-15-057,524 1 03 15 5 072,Madhupur (Kabilash)
E-SAG-15-058,524 1 03 15 5 110,Kachan
E-SAG-15-059,524 1 03 15 5 078,Kalyanpur
E-SAG-15-060,524 1 03 15 5 007,Kamalpur
E-SAG-15-061,524 1 03 15 5 008,Kanchanpur
E-SAG-15-062,524 1 03 15 5 059,Kataiya
E-SAG-15-063,524 1 03 15 5 086,Khadakpur
E-SAG-15-064,524 1 03 15 5 093,Khojpur
E-SAG-15-065,524 1 03 15 5 062,Khoksarparwaha
E-SAG-15-066,524 1 03 15 5 036,Komadhepura
E-SAG-15-067,524 1 03 15 5 053,Kochabakhari
E-SAG-15-068,524 1 03 15 5 034,Koeladi
E-SAG-15-069,524 1 03 15 5 094,Kushaha
E-SAG-15-070,524 1 03 15 5 054,Lalapatthi
E-SAG-15-071,524 1 03 15 5 035,Launiya
E-SAG-15-072,524 1 03 15 5 015,Lohajara
E-SAG-15-073,524 1 03 15 5 022,Madhuwapur
E-SAG-15-074,524 1 03 15 5 095,Madhupatti
E-SAG-15-075,524 1 03 15 5 037,Mahadewa
E-SAG-15-076,524 1 03 15 5 016,Menakadari
E-SAG-15-077,524 1 03 15 5 079,Maina Sahashrawahu
E-SAG-15-078,524 1 03 15 5 056,Malikpur
E-SAG-15-079,524 1 03 15 5 055,Maleth
E-SAG-15-080,524 1 03 15 5 096,Malahanama
E-SAG-15-081,524 1 03 15 5 097,Malahaniya
E-SAG-15-082,524 1 03 15 5 112,Manraja
E-SAG-15-083,524 1 03 15 5 111,Mauwaha
E-SAG-15-084,524 1 03 15 5 080,Mohanpur
E-SAG-15-085,524 1 03 15 5 073,Nargho
E-SAG-15-086,524 1 03 15 5 107,Nengada
E-SAG-15-087,524 1 03 15 5 009,Odraha
E-SAG-15-088,524 1 03 15 5 039,Pakari
E-SAG-15-089,524 1 03 15 5 098,Pansera
E-SAG-15-090,524 1 03 15 5 099,Paterwa
E-SAG-15-091,524 1 03 15 5 087,Pato
E-SAG-15-092,524 1 03 15 5 075,Patthargada
E-SAG-15-093,524 1 03 15 5 011,Pipra (Purba)
E-SAG-15-094,524 1 03 15 5 100,Pipra (Paschim)
E-SAG-15-095,524 1 03 15 5 023,Paurataha
E-SAG-15-096,524 1 03 15 5 027,Parashbani
E-SAG-15-097,524 1 03 15 3 001,Rajbiraj Municipality
E-SAG-15-098,524 1 03 15 5 113,Ramnagar
E-SAG-15-099,524 1 03 15 5 038,Rampur Malhaniya
E-SAG-15-100,524 1 03 15 5 082,Rampur Jamuwa
E-SAG-15-101,524 1 03 15 5 114,Rautahat
E-SAG-15-102,524 1 03 15 5 060,Nakati Rayapur
E-SAG-15-103,524 1 03 15 5 012,Roopnagar
E-SAG-15-104,524 1 03 15 5 083,Shambhunath
E-SAG-15-105,524 1 03 15 5 040,Sakarpura
E-SAG-15-106,524 1 03 15 5 105,Sarashwor
E-SAG-15-107,524 1 03 15 5 064,Shimarahasigyaun
E-SAG-15-108,524 1 03 15 5 106,Shishwa
E-SAG-15-109,524 1 03 15 5 028,Sitapur
E-SAG-15-110,524 1 03 15 5 088,Tarahi
E-SAG-15-111,524 1 03 15 5 061,Terahota
E-SAG-15-112,524 1 03 15 5 017,Theleya
E-SAG-15-113,524 1 03 15 5 101,Tikuliya
E-SAG-15-114,524 1 03 15 5 041,Tilathi
E-SAG-15-115,524 1 03 15 5 024,Trikaul
E-SAG-15-116,524 1 03 15 9 001,Koshi Tappu Wildlife Reserve
E-SAG-16-001,524 1 03 16 5 043,Aarnama
E-SAG-16-002,524 1 03 16 5 098,Arnama Rampur
E-SAG-16-003,524 1 03 16 5 060,Ashonpur
E-SAG-16-004,524 1 03 16 5 080,Ashokpur Wolkawa
E-SAG-16-005,524 1 03 16 5 044,Aurahi
E-SAG-16-006,524 1 03 16 5 058,Ayoudhanagar
E-SAG-16-007,524 1 03 16 5 085,Badahara Michaiyamal
E-SAG-16-008,524 1 03 16 5 084,Barchawa
E-SAG-16-009,524 1 03 16 5 037,Bariyarpatti
E-SAG-16-010,524 1 03 16 5 001,Bashtipur
E-SAG-16-011,524 1 03 16 5 076,Belaha
E-SAG-16-012,524 1 03 16 5 053,Bellhi
E-SAG-16-013,524 1 03 16 5 061,Betauna
E-SAG-16-014,524 1 03 16 5 002,Bhadaiya
E-SAG-16-015,524 1 03 16 5 010,Bhagwanpur
E-SAG-16-016,524 1 03 16 5 011,Bhagwatipur
E-SAG-16-017,524 1 03 16 5 020,Bhawanipur
E-SAG-16-018,524 1 03 16 5 003,Bhawanipurkalabanjar
E-SAG-16-019,524 1 03 16 5 100,Bhotraha
E-SAG-16-020,524 1 03 16 5 077,Bishnupurmahishoth
E-SAG-16-021,524 1 03 16 5 106,Bishnupur Rampurwa
E-SAG-16-022,524 1 03 16 5 021,Bishnupurkatti
E-SAG-16-023,524 1 03 16 5 004,Bhramhamangorchhari
E-SAG-16-024,524 1 03 16 5 081,Chandrayodhyapur
E-SAG-16-025,524 1 03 16 5 082,Chandra Lalpur
E-SAG-16-026,524 1 03 16 5 083,Chandrodayapur
E-SAG-16-027,524 1 03 16 5 101,Chatari
E-SAG-16-028,524 1 03 16 5 102,Chikna
E-SAG-16-029,524 1 03 16 5 069,Devipur
E-SAG-16-030,524 1 03 16 5 022,Dhangadhi
E-SAG-16-031,524 1 03 16 5 005,Dhodna
E-SAG-16-032,524 1 03 16 5 086,Dumari
E-SAG-16-033,524 1 03 16 5 054,Durgapur
E-SAG-16-034,524 1 03 16 5 092,Phulwariya
E-SAG-16-035,524 1 03 16 5 059,Phulkaha Patti
E-SAG-16-036,524 1 03 16 5 006,Gadha
E-SAG-16-037,524 1 03 16 5 046,Gauripur
E-SAG-16-038,524 1 03 16 5 087,Gautadi
E-SAG-16-039,524 1 03 16 5 031,Govindapur Malahaniya
E-SAG-16-040,524 1 03 16 5 007,Gobinapur Taregana
E-SAG-16-041,524 1 03 16 5 047,Hakpara
E-SAG-16-042,524 1 03 16 5 024,Hanumannagar (Pra.Ma.)
E-SAG-16-043,524 1 03 16 5 066,Hanumannagar (Pra.Dha.)
E-SAG-16-044,524 1 03 16 5 048,Harkatti
E-SAG-16-045,524 1 03 16 5 012,Inarwa
E-SAG-16-046,524 1 03 16 5 013,Itarwa
E-SAG-16-047,524 1 03 16 5 103,Itari Parsahi
E-SAG-16-048,524 1 03 16 5 049,Itatar
E-SAG-16-049,524 1 03 16 5 062,Gamadaha
E-SAG-16-050,524 1 03 16 5 039,Janakinagar
E-SAG-16-051,524 1 03 16 5 036,Jijhaul
E-SAG-16-052,524 1 03 16 5 055,Kabilashi
E-SAG-16-053,524 1 03 16 5 040,Kachanari
E-SAG-16-054,524 1 03 16 5 104,Kalyanpur Jaabdi
E-SAG-16-055,524 1 03 16 5 088,Kalabanzaar
E-SAG-16-056,524 1 03 16 5 089,Karjanha
E-SAG-16-057,524 1 03 16 5 025,Khurkiyahi
E-SAG-16-058,524 1 03 16 5 073,Khirauna
E-SAG-16-059,524 1 03 16 5 050,Krishnapur
E-SAG-16-060,524 1 03 16 5 041,Kushahallaxminiya
E-SAG-16-061,524 1 03 16 5 045,Lagadi Gadhiyani
E-SAG-16-062,524 1 03 16 5 065,Lagadigoath
E-SAG-16-063,524 1 03 16 3 002,Lahan Municipality
E-SAG-16-064,524 1 03 16 5 063,Lalpur
E-SAG-16-065,524 1 03 16 5 068,Laxminiya
E-SAG-16-066,524 1 03 16 5 075,Laxmipur (Pra.Ma.)
E-SAG-16-067,524 1 03 16 5 026,Laxmipur (Patari)
E-SAG-16-068,524 1 03 16 5 070,Madar
E-SAG-16-069,524 1 03 16 5 016,Mahadewa Portaha
E-SAG-16-070,524 1 03 16 5 064,Mahanaur
E-SAG-16-071,524 1 03 16 5 090,Maheshpur Gamahariya 
E-SAG-16-072,524 1 03 16 5 023,Maheshpur Pattar
E-SAG-16-073,524 1 03 16 5 105,Majhauliya
E-SAG-16-074,524 1 03 16 5 033,Majhura
E-SAG-16-075,524 1 03 16 5 071,Malahaniya Gamariya
E-SAG-16-076,524 1 03 16 5 091,Malhaniya Khori
E-SAG-16-077,524 1 03 16 5 034,Mauwahi
E-SAG-16-078,524 1 03 16 5 099,Bhediya
E-SAG-16-079,524 1 03 16 5 027,Mohanpur Kamalpur
E-SAG-16-080,524 1 03 16 5 030,Mukashar
E-SAG-16-081,524 1 03 16 5 015,Naraharigol (Gamahariya)
E-SAG-16-082,524 1 03 16 5 078,Naraha Wolkawa
E-SAG-16-083,524 1 03 16 5 035,Nawarajpur
E-SAG-16-084,524 1 03 16 5 008,Pathariyatharutole
E-SAG-16-085,524 1 03 16 5 051,Pipra (Dhanawar)
E-SAG-16-086,524 1 03 16 5 028,Pipra
E-SAG-16-087,524 1 03 16 5 029,Pokharbhinda
E-SAG-16-088,524 1 03 16 5 093,Radhapur
E-SAG-16-089,524 1 03 16 5 067,Rajpur
E-SAG-16-090,524 1 03 16 5 094,Ramnagar Michaiya
E-SAG-16-091,524 1 03 16 5 095,Rampur Birta
E-SAG-16-092,524 1 03 16 5 017,Sakhuwa Nankarkatti
E-SAG-16-093,524 1 03 16 5 052,Sanaitha
E-SAG-16-094,524 1 03 16 5 072,Sarswor
E-SAG-16-095,524 1 03 16 5 096,Sitron
E-SAG-16-096,524 1 03 16 5 056,Shilorwa
E-SAG-16-097,524 1 03 16 3 001,Siraha Municipality
E-SAG-16-098,524 1 03 16 5 032,Shishbani
E-SAG-16-099,524 1 03 16 5 097,Sitapur (Pra.Da.)
E-SAG-16-100,524 1 03 16 5 014,Sitapur (Pra.Ra.)
E-SAG-16-101,524 1 03 16 5 009,Sonmati
E-SAG-16-102,524 1 03 16 5 018,Sothiyan
E-SAG-16-103,524 1 03 16 5 074,Sukhchaina
E-SAG-16-104,524 1 03 16 5 057,Shukhipur
E-SAG-16-105,524 1 03 16 5 042,Tenuwapatti
E-SAG-16-106,524 1 03 16 5 079,Thalaha Kataha
E-SAG-16-107,524 1 03 16 5 019,Tulshipur
E-SAG-16-108,524 1 03 16 5 038,Bidhanagar
F-MAH-72-001,524 5 14 72 5 014,Waesi Bichawa
F-MAH-72-002,524 5 14 72 5 002,Beldada
F-MAH-72-003,524 5 14 72 5 016,Chadani
F-MAH-72-004,524 5 14 72 5 018,Daiji
F-MAH-72-005,524 5 14 72 5 006,Dekhatmuli
F-MAH-72-006,524 5 14 72 5 015,Dodhara
F-MAH-72-007,524 5 14 72 5 019,Jhalari
F-MAH-72-008,524 5 14 72 5 010,Kalika
F-MAH-72-009,524 5 14 72 5 008,Krishnapur
F-MAH-72-010,524 5 14 72 5 004,Laxmipur
F-MAH-72-011,524 5 14 72 3 001,Mahendranagar Municipality
F-MAH-72-012,524 5 14 72 5 012,Parasan
F-MAH-72-013,524 5 14 72 5 007,Pepladi
F-MAH-72-014,524 5 14 72 5 009,Raikawarabechawa
F-MAH-72-015,524 5 14 72 5 003,Rampur Bilaspur
F-MAH-72-016,524 5 14 72 5 001,Raitali Bechawa
F-MAH-72-017,524 5 14 72 5 005,Shankarpur
F-MAH-72-018,524 5 14 72 5 013,Shreepur
F-MAH-72-019,524 5 14 72 5 017,Sudha
F-MAH-72-020,524 5 14 72 5 011,Tribhuwanbasti
F-MAH-72-021,524 5 14 72 9 001,Royal Shukla Phanta National Park
F-MAH-73-001,524 5 14 73 5 019,Aajayamaru
F-MAH-73-002,524 5 14 73 5 010,Aalital
F-MAH-73-003,524 5 14 73 3 001,Amargadhi Municipality
F-MAH-73-004,524 5 14 73 5 008,Achegram
F-MAH-73-005,524 5 14 73 5 015,Bagarkot
F-MAH-73-006,524 5 14 73 5 003,Belapur
F-MAH-73-007,524 5 14 73 5 018,Bhadrapur
F-MAH-73-008,524 5 14 73 5 014,Bhageshor
F-MAH-73-009,524 5 14 73 5 017,Chepur
F-MAH-73-010,524 5 14 73 5 016,Dewaldebhyapur
F-MAH-73-011,524 5 14 73 5 007,Ganeshpur
F-MAH-73-012,524 5 14 73 5 009,Gankhet
F-MAH-73-013,524 5 14 73 5 011,Jogbudha
F-MAH-73-014,524 5 14 73 5 006,Kailpalmandu
F-MAH-73-015,524 5 14 73 5 001,Kotaeli
F-MAH-73-016,524 5 14 73 5 002,Manilek
F-MAH-73-017,524 5 14 73 5 005,Mastamandu
F-MAH-73-018,524 5 14 73 5 004,Nawadurga
F-MAH-73-019,524 5 14 73 5 013,Rupal
F-MAH-73-020,524 5 14 73 5 020,Samaiji
F-MAH-73-021,524 5 14 73 5 012,Serse
F-MAH-74-001,524 5 14 74 5 031,Amchaur
F-MAH-74-002,524 5 14 74 5 004,Basantapur
F-MAH-74-003,524 5 14 74 5 006,Basulinga
F-MAH-74-004,524 5 14 74 5 058,Bhatana
F-MAH-74-005,524 5 14 74 5 009,Bhumeshwar
F-MAH-74-006,524 5 14 74 5 053,Bijayapur
F-MAH-74-007,524 5 14 74 5 030,Bishalpur
F-MAH-74-008,524 5 14 74 5 056,Bhumiraj
F-MAH-74-009,524 5 14 74 5 019,Chaukham
F-MAH-74-010,524 5 14 74 3 001,Dasharath Chanda Municipality
F-MAH-74-011,524 5 14 74 5 039,Dehimadaun
F-MAH-74-012,524 5 14 74 5 045,Deulek
F-MAH-74-013,524 5 14 74 5 047,Rim
F-MAH-74-014,524 5 14 74 5 044,Sittad
F-MAH-74-015,524 5 14 74 5 022,Dhugad
F-MAH-74-016,524 5 14 74 5 049,Dilasaini
F-MAH-74-017,524 5 14 74 5 038,Durgabhawani
F-MAH-74-018,524 5 14 74 5 035,Durgasthan
F-MAH-74-019,524 5 14 74 5 017,Ganjari
F-MAH-74-020,524 5 14 74 5 034,Giregada
F-MAH-74-021,524 5 14 74 5 048,Gokuleshwar
F-MAH-74-022,524 5 14 74 5 010,Gujar
F-MAH-74-023,524 5 14 74 5 005,Gurukhola
F-MAH-74-024,524 5 14 74 5 036,Gwallek
F-MAH-74-025,524 5 14 74 5 059,Hat
F-MAH-74-026,524 5 14 74 5 040,Hatairaj
F-MAH-74-027,524 5 14 74 5 024,Kailpal
F-MAH-74-028,524 5 14 74 5 046,Kataunjpani
F-MAH-74-029,524 5 14 74 5 055,Kotila
F-MAH-74-030,524 5 14 74 5 062,Kotpetara
F-MAH-74-031,524 5 14 74 5 026,Kulaun
F-MAH-74-032,524 5 14 74 5 057,Kuwakot
F-MAH-74-033,524 5 14 74 5 061,Mahadevsthan
F-MAH-74-034,524 5 14 74 5 027,Mahakali
F-MAH-74-035,524 5 14 74 5 002,Maharudra
F-MAH-74-036,524 5 14 74 5 054,Malladehi
F-MAH-74-037,524 5 14 74 5 051,Mathairaj
F-MAH-74-038,524 5 14 74 5 007,Mauneli
F-MAH-74-039,524 5 14 74 5 001,Melauli
F-MAH-74-040,524 5 14 74 5 037,Nagarjun
F-MAH-74-041,524 5 14 74 5 060,Nwadeu
F-MAH-74-042,524 5 14 74 5 043,Nwali
F-MAH-74-043,524 5 14 74 5 025,Pancheshwar
F-MAH-74-044,524 5 14 74 5 011,Patan
F-MAH-74-045,524 5 14 74 5 033,Rodideval
F-MAH-74-046,524 5 14 74 5 008,Rauleshwar
F-MAH-74-047,524 5 14 74 5 050,Rudreshwar
F-MAH-74-048,524 5 14 74 5 023,Sakar
F-MAH-74-049,524 5 14 74 5 003,Salena
F-MAH-74-050,524 5 14 74 5 028,Sarmali
F-MAH-74-051,524 5 14 74 5 015,Shankarpur
F-MAH-74-052,524 5 14 74 5 032,Shivanath
F-MAH-74-053,524 5 14 74 5 016,Sikhar
F-MAH-74-054,524 5 14 74 5 020,Shivalinga
F-MAH-74-055,524 5 14 74 5 013,Siddhapur
F-MAH-74-056,524 5 14 74 5 014,Siddheshwar
F-MAH-74-057,524 5 14 74 5 018,Sigas
F-MAH-74-058,524 5 14 74 5 012,Silanga
F-MAH-74-059,524 5 14 74 5 042,Shrikedar
F-MAH-74-060,524 5 14 74 5 041,Shrikot
F-MAH-74-061,524 5 14 74 5 052,Talladehi
F-MAH-74-062,524 5 14 74 5 021,Thalakanda
F-MAH-74-063,524 5 14 74 5 029,Udayadev
F-MAH-75-001,524 5 14 75 5 015,Bhagawati
F-MAH-75-002,524 5 14 75 5 036,Boharigaun
F-MAH-75-003,524 5 14 75 5 009,Bramhadev
F-MAH-75-004,524 5 14 75 5 001,Byas
F-MAH-75-005,524 5 14 75 5 010,Chhapari
F-MAH-75-006,524 5 14 75 5 018,Dandakot
F-MAH-75-007,524 5 14 75 5 014,Dattu
F-MAH-75-008,524 5 14 75 5 040,Dethala
F-MAH-75-009,524 5 14 75 5 013,Dhap
F-MAH-75-010,524 5 14 75 5 008,Dhari
F-MAH-75-011,524 5 14 75 5 004,Dhaulakot
F-MAH-75-012,524 5 14 75 5 033,Dhuligada
F-MAH-75-013,524 5 14 75 5 031,Iyarkot
F-MAH-75-014,524 5 14 75 5 023,Ghunsa
F-MAH-75-015,524 5 14 75 5 037,Gokuleshwar
F-MAH-75-016,524 5 14 75 5 025,Guljar
F-MAH-75-017,524 5 14 75 5 035,Gwani
F-MAH-75-018,524 5 14 75 5 006,Hikila
F-MAH-75-019,524 5 14 75 5 017,Hunainath
F-MAH-75-020,524 5 14 75 5 007,Huti
F-MAH-75-021,524 5 14 75 5 011,Kati (Kante)
F-MAH-75-022,524 5 14 75 5 012,Khalanga
F-MAH-75-023,524 5 14 75 5 024,Khandeshwari
F-MAH-75-024,524 5 14 75 5 032,Khar
F-MAH-75-025,524 5 14 75 5 021,Kharkanda
F-MAH-75-026,524 5 14 75 5 020,Lali
F-MAH-75-027,524 5 14 75 5 028,Latinath
F-MAH-75-028,524 5 14 75 5 016,Malikarjun
F-MAH-75-029,524 5 14 75 5 005,Pipalchaur
F-MAH-75-030,524 5 14 75 5 041,Ranishikhar
F-MAH-75-031,524 5 14 75 5 002,Rapla
F-MAH-75-032,524 5 14 75 5 038,Ritthachaupata
F-MAH-75-033,524 5 14 75 5 022,Shankarpur
F-MAH-75-034,524 5 14 75 5 029,Seri
F-MAH-75-035,524 5 14 75 5 039,Sarmauli
F-MAH-75-036,524 5 14 75 5 034,Shikhar
F-MAH-75-037,524 5 14 75 5 030,Sipti
F-MAH-75-038,524 5 14 75 5 026,Sitaula
F-MAH-75-039,524 5 14 75 5 003,Sunsera
F-MAH-75-040,524 5 14 75 5 027,Tapoban
F-MAH-75-041,524 5 14 75 5 019,Uku
F-SET-67-001,524 5 13 68 5 017,Atichaur
F-SET-67-002,524 5 13 68 5 010,Bandhu
F-SET-67-003,524 5 13 68 5 007,Bai
F-SET-67-004,524 5 13 68 5 022,Barhabise
F-SET-67-005,524 5 13 68 5 011,Bichchhe
F-SET-67-006,524 5 13 68 5 024,Bramhatola
F-SET-67-007,524 5 13 68 5 001,Budhiganga
F-SET-67-008,524 5 13 68 5 027,Chhatara
F-SET-67-009,524 5 13 68 5 015,Dahakot
F-SET-67-010,524 5 13 68 5 018,Dogadi
F-SET-67-011,524 5 13 68 5 004,Gotri
F-SET-67-012,524 5 13 68 5 019,Gudukhati
F-SET-67-013,524 5 13 68 5 005,Jagannath
F-SET-67-014,524 5 13 68 5 021,Jayabageshwari
F-SET-67-015,524 5 13 68 5 003,Jugada
F-SET-67-016,524 5 13 68 5 008,Jukot
F-SET-67-017,524 5 13 68 5 025,Kailashmadaun
F-SET-67-018,524 5 13 68 5 020,Kanda
F-SET-67-019,524 5 13 68 5 013,Kolti
F-SET-67-020,524 5 13 68 5 006,Kotila
F-SET-67-021,524 5 13 68 5 023,Kuldeumadaun
F-SET-67-022,524 5 13 68 5 016,Manakot
F-SET-67-023,524 5 13 68 5 002,Martadi
F-SET-67-024,524 5 13 68 5 014,Pandusain
F-SET-67-025,524 5 13 68 5 012,Rugin
F-SET-67-026,524 5 13 68 5 009,Sapata
F-SET-67-027,524 5 13 68 5 026,Tolideval
F-SET-67-028,524 5 13 68 9 001,Khaptad National Park
F-SET-68-001,524 5 13 67 5 035,Banjh
F-SET-68-002,524 5 13 67 5 042,Bhairavnath
F-SET-68-003,524 5 13 67 5 034,Bhanchaur
F-SET-68-004,524 5 13 67 5 010,Bhatekhola
F-SET-68-005,524 5 13 67 5 020,Byasi
F-SET-68-006,524 5 13 67 5 006,Chainpur
F-SET-68-007,524 5 13 67 5 041,Chaudhari
F-SET-68-008,524 5 13 67 5 031,Dahabagar
F-SET-68-009,524 5 13 67 5 043,Dangaji
F-SET-68-010,524 5 13 67 5 007,Datola
F-SET-68-011,524 5 13 67 5 002,Daulichaur
F-SET-68-012,524 5 13 67 5 037,Deulek
F-SET-68-013,524 5 13 67 5 033,Deulikot
F-SET-68-014,524 5 13 67 5 005,Dhamena
F-SET-68-015,524 5 13 67 5 028,Gadaraya
F-SET-68-016,524 5 13 67 5 014,Hemantabada
F-SET-68-017,524 5 13 67 5 019,Kadel
F-SET-68-018,524 5 13 67 5 013,Kailash
F-SET-68-019,524 5 13 67 5 026,Kalukheti
F-SET-68-020,524 5 13 67 5 004,Kanda
F-SET-68-021,524 5 13 67 5 029,Kaphalseri
F-SET-68-022,524 5 13 67 5 032,Khiratadi
F-SET-68-023,524 5 13 67 5 046,Koiralakot
F-SET-68-024,524 5 13 67 5 045,Kotbhairav
F-SET-68-025,524 5 13 67 5 012,Kotdeval
F-SET-68-026,524 5 13 67 5 023,Lamatola
F-SET-68-027,524 5 13 67 5 018,Lekgaun
F-SET-68-028,524 5 13 67 5 017,Luyata
F-SET-68-029,524 5 13 67 5 024,Majhigaun
F-SET-68-030,524 5 13 67 5 022,Malumela
F-SET-68-031,524 5 13 67 5 011,Mashtadev
F-SET-68-032,524 5 13 67 5 021,Matela
F-SET-68-033,524 5 13 67 5 040,Maulali
F-SET-68-034,524 5 13 67 5 008,Melbisauni
F-SET-68-035,524 5 13 67 5 044,Parakatne
F-SET-68-036,524 5 13 67 5 027,Patadeval
F-SET-68-037,524 5 13 67 5 025,Pauwagadhi
F-SET-68-038,524 5 13 67 5 030,Pipalkot
F-SET-68-039,524 5 13 67 5 039,Rayal
F-SET-68-040,524 5 13 67 5 009,Rilu
F-SET-68-041,524 5 13 67 5 015,Rithapata
F-SET-68-042,524 5 13 67 5 047,Senpasela
F-SET-68-043,524 5 13 67 5 016,Subeda
F-SET-68-044,524 5 13 67 5 003,Sunikot
F-SET-68-045,524 5 13 67 5 038,Sunkuda
F-SET-68-046,524 5 13 67 5 001,Surma
F-SET-68-047,524 5 13 67 5 036,Syadi
F-SET-68-048,524 5 13 67 9 001,Khaptad National Park
F-SET-69-001,524 5 13 69 5 008,Bawala
F-SET-69-002,524 5 13 69 5 001,Baijanath
F-SET-69-003,524 5 13 69 5 028,Bannatoli
F-SET-69-004,524 5 13 69 5 036,Baradadevi
F-SET-69-005,524 5 13 69 5 049,Basti
F-SET-69-006,524 5 13 69 5 041,Batulasain
F-SET-69-007,524 5 13 69 5 060,Wayala
F-SET-69-008,524 5 13 69 5 025,Bhagyashwari
F-SET-69-009,524 5 13 69 5 061,Bhairavsthan
F-SET-69-010,524 5 13 69 5 042,Bhatakatiya
F-SET-69-011,524 5 13 69 5 063,Muli
F-SET-69-012,524 5 13 69 5 052,Vinayak
F-SET-69-013,524 5 13 69 5 016,Bindhyabasini
F-SET-69-014,524 5 13 69 5 029,Birpath
F-SET-69-015,524 5 13 69 5 009,Budhakot
F-SET-69-016,524 5 13 69 5 053,Chalsa
F-SET-69-017,524 5 13 69 5 026,Chandika
F-SET-69-018,524 5 13 69 5 043,Chaphamadaun
F-SET-69-019,524 5 13 69 5 044,Darna
F-SET-69-020,524 5 13 69 5 010,Devisthan
F-SET-69-021,524 5 13 69 5 070,Dhakari
F-SET-69-022,524 5 13 69 5 071,Dhaku
F-SET-69-023,524 5 13 69 5 062,Dhamali
F-SET-69-024,524 5 13 69 5 073,Ghodasain
F-SET-69-025,524 5 13 69 5 011,Ghughurkot
F-SET-69-026,524 5 13 69 5 072,Dhungachalna
F-SET-69-027,524 5 13 69 5 012,Duni
F-SET-69-028,524 5 13 69 5 037,Gajara
F-SET-69-029,524 5 13 69 5 017,Hattikot
F-SET-69-030,524 5 13 69 5 074,Hichma
F-SET-69-031,524 5 13 69 5 002,Jalapadevi
F-SET-69-032,524 5 13 69 5 030,Janali Bandali
F-SET-69-033,524 5 13 69 5 038,Janalikot
F-SET-69-034,524 5 13 69 5 031,Jupu
F-SET-69-035,524 5 13 69 5 032,Kalagaun
F-SET-69-036,524 5 13 69 5 054,Kalekanda
F-SET-69-037,524 5 13 69 5 039,Kalika
F-SET-69-038,524 5 13 69 5 055,Kalikasthan
F-SET-69-039,524 5 13 69 5 013,Khaptad
F-SET-69-040,524 5 13 69 5 023,Sodasadevi
F-SET-69-041,524 5 13 69 5 056,Kuika
F-SET-69-042,524 5 13 69 5 033,Kunti Bandali
F-SET-69-043,524 5 13 69 5 018,Kuskot
F-SET-69-044,524 5 13 69 5 057,Layati
F-SET-69-045,524 5 13 69 5 003,Lunga
F-SET-69-046,524 5 13 69 5 045,Malatikot
F-SET-69-047,524 5 13 69 5 034,Mangalsen
F-SET-69-048,524 5 13 69 5 004,Marku
F-SET-69-049,524 5 13 69 5 075,Masyawandali
F-SET-69-050,524 5 13 69 5 019,Mashtamadaun
F-SET-69-051,524 5 13 69 5 064,Nada
F-SET-69-052,524 5 13 69 5 021,Nandegada
F-SET-69-053,524 5 13 69 5 020,Nawathana
F-SET-69-054,524 5 13 69 5 035,Oligaun
